"root","class1","class1OrderLTR","class1OrderLINE","class1OrderSINE","class2"
-0.341545904956312,-0.336995809768097,-0.349594194572898,-0.0977199969628965,-0.0250320617246303,-0.381658876664906
-0.343516527953805,-0.336711998640571,-0.352044835490693,-0.0999779656830392,-0.0253965432269776,-0.381610107050303
-0.343248324919037,-0.33671587553198,-0.351435904785161,-0.10012782747715,-0.025560753921806,-0.382169251851933
-0.34404295978053,-0.338313161234839,-0.353283598112402,-0.0998207361992573,-0.0255162958186943,-0.383909816811021
-0.34381691859173,-0.338370632669968,-0.35318788030039,-0.0992538976902121,-0.0261469655644073,-0.38353594745505
-0.346468908896115,-0.340007957857058,-0.356196003118702,-0.0999931781863812,-0.0261045628096031,-0.384627961931806
-0.344876263590417,-0.339231118003025,-0.355654299111897,-0.100329560853887,-0.0264007007714965,-0.386187489384472
-0.348195032867469,-0.341792363351687,-0.357793521251432,-0.0999426907475788,-0.0266008322711687,-0.388170400105589
-0.347519481359972,-0.341425138492493,-0.35855539207035,-0.0996934343786815,-0.0267711209619219,-0.387970646585414
-0.348724665032891,-0.342003063735167,-0.357014034533284,-0.0998478587190739,-0.0268998855661189,-0.390274171400012
-0.349019545547041,-0.343583637194447,-0.359598546433282,-0.101268644021721,-0.0272341100659315,-0.389759494504702
-0.349567502944818,-0.342940693357993,-0.359884510256049,-0.101289642752514,-0.0274897942331147,-0.390234514880919
-0.350241636666441,-0.343579004549134,-0.358776734070961,-0.101140002722619,-0.0276011095690931,-0.391836566785837
-0.349936358041479,-0.343174326142256,-0.360294924062945,-0.101458516029188,-0.0276587221712532,-0.393244403296913
-0.351403734390148,-0.34414992384114,-0.361105233460355,-0.101544867718787,-0.0285655882266536,-0.393881074009184
-0.353109458086145,-0.344493222279004,-0.359683971952826,-0.101987067309082,-0.0288005231618863,-0.39503255203025
-0.353446106205875,-0.3447552040245,-0.362072044565288,-0.102475688221194,-0.0292405714325783,-0.394862405471737
-0.354275262951068,-0.346439103667401,-0.361450316148514,-0.102375558682244,-0.0293046830950636,-0.39529703581156
-0.353995497479667,-0.34739166394903,-0.36220698620422,-0.102834779679345,-0.029513510453725,-0.396886375603534
-0.355258764621822,-0.348164933873982,-0.362804531272118,-0.102469381352155,-0.0298192200799295,-0.397064847727314
-0.355675561732165,-0.346643010534226,-0.362475981812672,-0.10230553659072,-0.030024540675793,-0.397555136060076
-0.355337327399075,-0.347649447424479,-0.363828063320285,-0.102777554221484,-0.0298289853837067,-0.399001148492014
-0.357701193809278,-0.348761458410788,-0.365926918366176,-0.102499203263917,-0.0300050861676209,-0.4004633462015
-0.358929061766267,-0.348515077712167,-0.366454982573863,-0.103096289656976,-0.0301723171232698,-0.401304513521108
-0.358947051982793,-0.350097242565972,-0.367481001784873,-0.103069168522255,-0.0301518429819361,-0.403306129797781
-0.359349562960119,-0.351024897473594,-0.367784322698641,-0.103435444351829,-0.0305545051572797,-0.402652433788334
-0.359895385412088,-0.353217339305835,-0.369543489034497,-0.102992102489405,-0.030592011750858,-0.40406307303602
-0.361063585400049,-0.35408798051149,-0.370384316491554,-0.103680552501077,-0.0309985973816784,-0.403714630703711
-0.362036487919777,-0.353468542208826,-0.370582061661131,-0.104556345263197,-0.0314226758253402,-0.405353342098545
-0.361378422985814,-0.355415683087673,-0.371641334052155,-0.104760402530125,-0.0320008816821166,-0.406939851484191
-0.363155751291525,-0.355987589471188,-0.374258648288726,-0.104337965710065,-0.0326105566460148,-0.406421649965231
-0.363101950095299,-0.356001836962374,-0.373708562157671,-0.104935513045885,-0.032782909015877,-0.407935275931282
-0.363343343137008,-0.357619458469149,-0.373960513708438,-0.104550170210147,-0.0330438057008908,-0.408832601482331
-0.364572900317705,-0.358719982893617,-0.375945910301733,-0.105297922959195,-0.0330514811665816,-0.410479669611631
-0.364091821152836,-0.359434030987971,-0.376217475324276,-0.105278815043852,-0.0331050896262999,-0.411126012532171
-0.366754615093534,-0.36273831939364,-0.377977766752411,-0.104852491020181,-0.0331681414817514,-0.411699029533575
-0.367000104739163,-0.363336287845196,-0.378115720432606,-0.104562170690294,-0.0337300426643865,-0.41181102737883
-0.368798502053624,-0.362375199339927,-0.379645126811273,-0.106715764517502,-0.0339059915866357,-0.412036648259041
-0.368784070561789,-0.364465386146895,-0.381191929348444,-0.106397159458227,-0.0344196349629157,-0.413544761998663
-0.371111499746602,-0.365782605139558,-0.38054911997824,-0.106702503272403,-0.0347339361509088,-0.414344143095036
-0.370289127442409,-0.366588433687986,-0.381751693366339,-0.106360395650983,-0.0348972882869466,-0.414551725670348
-0.372754111988048,-0.367034198037336,-0.381584138603105,-0.10773979080261,-0.0350999788711211,-0.415529106135496
-0.373375455976003,-0.36830340556678,-0.383624759530702,-0.107767312589369,-0.0352639910447283,-0.417064541128011
-0.374678459317602,-0.370427597736354,-0.385046801318644,-0.107032285697271,-0.0355305383107783,-0.418604215258287
-0.375878081025656,-0.37034269663329,-0.38703064366852,-0.107787002675718,-0.0360447795073871,-0.41932703713608
-0.376463903013366,-0.371641697217913,-0.387251858652047,-0.108011203650851,-0.036072190964177,-0.419707019187672
-0.375531845475504,-0.371438694016522,-0.388284610774077,-0.107817671018968,-0.0361472104831148,-0.421288594212208
-0.377048948307795,-0.373042007810508,-0.388564364042157,-0.108398047356713,-0.036798126178945,-0.422706234309352
-0.378836497532753,-0.373274018998763,-0.388945074367805,-0.108430790998313,-0.036928175858162,-0.423608874736172
-0.378608322074709,-0.374647741389447,-0.391056116469398,-0.107857822467603,-0.0369448835682403,-0.424354127201361
-0.379878550649168,-0.374891085857314,-0.392129860786929,-0.108649028074791,-0.0374294854928545,-0.425588183162724
-0.380006447111353,-0.37591776015737,-0.39142692021282,-0.108569728524104,-0.0375009313591459,-0.426312285910019
-0.382002645209381,-0.377243018940031,-0.393198084286784,-0.108142555374388,-0.0376914765460389,-0.427624860478046
-0.382771041529666,-0.376955423524548,-0.392995507980692,-0.10927792184727,-0.0379838588658226,-0.428259378219214
-0.382199185510592,-0.377200796072575,-0.393339285819149,-0.109731023013902,-0.0385291531922069,-0.428484188512933
-0.383049332823125,-0.377989761401181,-0.394976634004008,-0.110246241561714,-0.0386157662681167,-0.429752098407696
-0.383512218766953,-0.3788301389793,-0.395156218368509,-0.109853267231109,-0.0385013829585758,-0.431356562726739
-0.382846817237958,-0.379526383787783,-0.396539112978334,-0.109961836687106,-0.038510177625392,-0.433582866767923
-0.385176217365148,-0.379511678649805,-0.397000827044624,-0.110842182078562,-0.0389565325164407,-0.434604088053757
-0.384445531192683,-0.380690572660633,-0.398111997265862,-0.111124377467768,-0.0396276837046813,-0.435396409243434
-0.385588856459623,-0.381361119477675,-0.397001401729827,-0.111465383656702,-0.0397948997693508,-0.435340854406003
-0.385353688921659,-0.381590812667648,-0.398183219736387,-0.111510652546527,-0.0399230679762418,-0.436458384390822
-0.388062712751113,-0.381215644037498,-0.398087511217665,-0.111881447104076,-0.0401270531206874,-0.438990106860791
-0.388800016767914,-0.382422682536749,-0.398957257886321,-0.111365578387233,-0.0406213048473911,-0.439024505085667
-0.389329223778871,-0.382880291836323,-0.399760735998638,-0.111784938082486,-0.0409738533748697,-0.440820387580683
-0.389252232158341,-0.383229753390698,-0.401535144650682,-0.112262042672988,-0.0414458928195477,-0.442372512973611
-0.390231162835489,-0.383784092389002,-0.402029831491007,-0.112620635003887,-0.0417056077526287,-0.443986627337559
-0.391350797125766,-0.38459728376229,-0.401057105275183,-0.113377347601457,-0.0417139401159461,-0.443759865587114
-0.391633224013281,-0.385499799807591,-0.403230067611244,-0.112714052941729,-0.0424341892827266,-0.445643225738649
-0.392510213286533,-0.387118703789864,-0.403817198988172,-0.113506049053196,-0.0427247894847098,-0.446624311776958
-0.393488447057047,-0.388254155265942,-0.403390781885132,-0.112781772343124,-0.0432142232835153,-0.448184154811601
-0.393573430240543,-0.388439264056391,-0.404821368199629,-0.113429709821941,-0.0434483586034151,-0.448501683370131
-0.394641532400401,-0.389214616536367,-0.405206103910785,-0.113167190451297,-0.0436018416122699,-0.449950049611371
-0.394900705920923,-0.390447850147146,-0.406298876883338,-0.114070463784308,-0.0440096123486329,-0.44940366192747
-0.39537551223863,-0.390342740172593,-0.406051991113489,-0.11410648475195,-0.0446441552422936,-0.451211405656689
-0.396444294621031,-0.390228597152534,-0.406538822416888,-0.115234159828478,-0.0450160206334488,-0.452407704849112
-0.397285349882067,-0.392220612643734,-0.409341360753453,-0.115160376753665,-0.0453119311410027,-0.453261294564637
-0.39686424850734,-0.392610568361864,-0.410293399721715,-0.115784659541571,-0.045189688854701,-0.45373028924598
-0.397903439024888,-0.393660754398545,-0.411232589515547,-0.116669975212286,-0.045423503539584,-0.455128841763924
-0.398536071433997,-0.394726718739621,-0.411797920106573,-0.116341929697297,-0.0457495899557434,-0.456725967442805
-0.398777060332195,-0.395122311424065,-0.411981527034689,-0.116249514766879,-0.046092840913726,-0.458908234257766
-0.399905352396273,-0.395895563097566,-0.412614948774082,-0.117309383933357,-0.0461618554409722,-0.459289330126726
-0.401273943450652,-0.396292021574536,-0.412553634646132,-0.117658955707833,-0.0464696836118738,-0.460253276309552
-0.401508842113475,-0.396053008519454,-0.413298837534035,-0.117346763268223,-0.0468374193407994,-0.461842218798107
-0.400978456055331,-0.398978273688442,-0.416315412355262,-0.11787717186832,-0.0471152196461295,-0.462767623278433
-0.402520912881073,-0.399084913379242,-0.417229655196709,-0.117492532836639,-0.0479848708890131,-0.462797287881632
-0.404349640984823,-0.400450333865386,-0.416930999273474,-0.119039546662015,-0.0482495709130525,-0.463793885631755
-0.404102439428067,-0.400824616337809,-0.417515987260101,-0.118708557602055,-0.0481356999122389,-0.463343585934366
-0.405691986619658,-0.40084732460966,-0.418575103017623,-0.118967476150288,-0.0486585834522223,-0.46437203313793
-0.406377107787452,-0.402134546296159,-0.418562583682802,-0.118808399519663,-0.0488939497261081,-0.465768849445064
-0.407225958755167,-0.403118428935253,-0.420354906626861,-0.118988174505357,-0.0495236508446864,-0.46636249774966
-0.407716059212418,-0.40262382325449,-0.422219467550917,-0.119116595167247,-0.0507239908484008,-0.467008081711245
-0.408770711809475,-0.404087078796076,-0.422649797941527,-0.120036662642669,-0.0506124979211502,-0.468303390397458
-0.40980209287273,-0.404810313553366,-0.423724547141345,-0.120013194642073,-0.0508144019017262,-0.469926592513474
-0.409836527734046,-0.405103892054118,-0.423548708501932,-0.121151313381563,-0.0511778107659719,-0.47020869743897
-0.411432115966159,-0.406165469473241,-0.424767869613465,-0.12083783441524,-0.051843195068626,-0.471278661055963
-0.410518930614031,-0.407782342975091,-0.426507949962998,-0.12170333552432,-0.0517917393109627,-0.472814916080376
-0.413132668844936,-0.408041186839991,-0.427291343422758,-0.121455375497623,-0.0526391455659689,-0.472349288695164
-0.41296564963244,-0.408696571437289,-0.427481730798284,-0.121752293604137,-0.0529672876022815,-0.474452950456875
-0.413379682183729,-0.40874120993966,-0.429642053049567,-0.121593014747004,-0.053566528305133,-0.47565951256822
-0.415057281204645,-0.410642433027248,-0.429957373678708,-0.1223124700681,-0.0539876822749162,-0.474888650994642
-0.415311766604576,-0.411583831874878,-0.430194368068289,-0.121746937109016,-0.0539465915922682,-0.477521655926062
-0.41606775303186,-0.41105364176557,-0.431280879405562,-0.123073872290456,-0.0549261445690987,-0.477815438250543
-0.417870671218531,-0.413061936278962,-0.430838729037616,-0.1227627648906,-0.0558984918595957,-0.479571761546396
-0.419651747716955,-0.413072101429105,-0.433574312733345,-0.123872520103854,-0.0562332550854032,-0.481353026708802
-0.419030067976093,-0.413864666508078,-0.433139788188185,-0.123765953522042,-0.0566292882823678,-0.483074258469166
-0.420578214162618,-0.414996570629082,-0.433217869847917,-0.12367426618569,-0.0574465322678851,-0.485028249572875
-0.421200034823505,-0.415572214718582,-0.435097726375451,-0.12442815643123,-0.0581622022710105,-0.486034720561674
-0.422672204358961,-0.416142477584348,-0.43657734526496,-0.124146118323169,-0.0590001079376642,-0.486364929030096
-0.423049195206068,-0.417746968596238,-0.437089237060487,-0.125019305449739,-0.0593412181427325,-0.487962881128047
-0.423894497948264,-0.418648803147722,-0.437976172300374,-0.125820077170684,-0.0609108211478886,-0.48857701287742
-0.425376178258692,-0.419107433463862,-0.438676017011063,-0.126117642945648,-0.0612681163883583,-0.488698828875582
-0.425213983630096,-0.421260013038956,-0.439239404753032,-0.126406443491518,-0.0616074084268682,-0.49013797761354
-0.426304979630814,-0.421423673318364,-0.439449873844066,-0.127923826139832,-0.061688363354339,-0.490527799048777
-0.426749014671807,-0.421406479082453,-0.440495665136309,-0.127834071502089,-0.0628024234795366,-0.491649593164701
-0.427025337956734,-0.423689664346961,-0.442289319608201,-0.12774979416151,-0.063482057470161,-0.494743098404097
-0.428313980223307,-0.425213551497832,-0.443417011303615,-0.128892559033243,-0.0635365519293641,-0.495813806390613
-0.430160143257572,-0.426821489320645,-0.443778605129256,-0.129238701229811,-0.0639721378923235,-0.496684050506994
-0.431826060477616,-0.427938230513229,-0.445125082972706,-0.129919874249136,-0.0639716822647827,-0.498276727673234
-0.432396227842835,-0.428987155691411,-0.446070455790231,-0.130931732345131,-0.0641692637058483,-0.49960938138729
-0.433706421720417,-0.430118558758088,-0.447804615993305,-0.131169972730495,-0.0648594514486905,-0.500394771676366
-0.434696457541926,-0.430727047957984,-0.448258896860471,-0.132328517059983,-0.0656691856757936,-0.501752783811931
-0.435988288469145,-0.431773153228255,-0.450079847883342,-0.133046952364193,-0.0673069282885043,-0.503042845631057
-0.437038677301647,-0.431886957078824,-0.451020143130562,-0.133090877623411,-0.0678773002075596,-0.504611417451224
-0.437567251393033,-0.432549409483868,-0.45195235405009,-0.133907881441036,-0.0687797230122335,-0.506173812046027
-0.439730788281907,-0.434029762795301,-0.45318530350834,-0.134428710547202,-0.0693465080327081,-0.507865049987927
-0.440796711707409,-0.434645284891362,-0.453994794641117,-0.134693965075585,-0.0699250455678876,-0.5080258043221
